feature,mean_importance
cnit_m10mcdvpgw7e685,-6.938893903907229e-19
cnit_m10mcdvpgw71514,-6.938893903907229e-19
cnit_m10mcdvpgw7c719,-6.938893903907229e-19
cnit_m10mcdvpgw72551,-6.938893903907229e-19
cnit_m10mcdvpgw70707,-6.938893903907229e-19
cnit_m10mcdvpgw7c464,-6.938893903907229e-19
cnit_m10mcdvpgw7c428,-6.938893903907229e-19
cnit_m10mcdvpgw7h494,-6.938893903907229e-19
cnit_m10mcdvpgw73649,-6.938893903907229e-19
cnit_m10mcdvpgw7f625,-6.938893903907229e-19
cnit_m10mcdvpgw71708,-6.938893903907229e-19
cnit_m10mcdvpgw72648,-6.938893903907229e-19
cnit_m10mcdvpgw7j434,-6.938893903907229e-19
cnit_m10mcdvpgw7h724,-6.938893903907229e-19
cnit_m10mcdvpgw73746,-6.938893903907229e-19
cnit_m10mcdvpgw7e430,-6.938893903907229e-19
cnit_m10mcdvpgw7j495,-6.938893903907229e-19
cnit_m10mcdvpgw73710,-6.938893903907229e-19
tvv_gyl15,0.0
tvv_gse20l,0.0
cnit_m10mcdvpgw7d756,0.0
tvv_hs19,0.0
tvv_gwl10,0.0
cnit_m10mcdvpgw7d684,0.0
cnit_m10mcdvpgw7c780,0.0
co_typ_1,0.0
cnit_m10mcdvpgw7d587,0.0
tvv_gyl10,0.0
tvv_gyl10r,0.0
tvv_hf4,0.0
tvv_lfa10l,0.0
cnit_m10mcdvpgw73455,0.0
cnit_m10mcdvpgw7c658,0.0
cnit_m10mcdvpgw74456,0.0
tvv_zsa44l,0.0
tvv_zsa44,0.0
cnit_m10mcdvpgw76458,0.0
cnit_m10mcdvpgw76616,0.0
lib_mod,0.0
dscom,0.0
tvv_vh2,0.0
tvv_lfa10r,0.0
tvv_uxe2,0.0
tvv_uvf45,0.0
tvv_usf40r,0.0
tvv_ukl,0.0
tvv_ps,0.0
tvv_nsp120l,0.0
cnit_m10mcdvpgw7e527,0.0
tvv_mh,0.0
cnit_m10mcdvpgw73419,0.0
tvv_uvf46,0.0
cnit_m10mcdvpgw7e563,0.0
cnit_m10mcdvpgw7j568,0.0
cnit_m10mcdvpgu4z323,0.0
cnit_m10mcdvpgw7h433,0.0
cnit_m10mcdvpgw74553,0.0
tvv_3e,0.0
cnit_m10mcdvpgw7h469,0.0
tvv_2j,0.0
cnit_m10fatvp001m592,0.0
tvv_2g,0.0
cnit_m10mcdvpgw70646,0.0
cnit_m10mcdvpgw7h785,0.0
cnit_m10mcdvpgw7e588,0.0
tvv_1l,0.0
cnit_m10mcdvpgw70416,0.0
tvv_1g,0.0
tvv_1f,0.0
cnit_m10mcdvpgw7j471,0.0
tvv_1a,0.0
tvv_0g,0.0
cnit_m10lncvp000r207,0.0
cnit_m10mcdvpgw7j567,0.0
cnit_m10mcdvpgw7j725,0.0
cnit_m10mcdvpgw7j435,0.0
tvv_a10,0.0
tvv_906ac35,0.0
tvv_aexlhw,0.0
tvv_fa10lfa10,0.0
tvv_f4,0.0
cnit_m10mcdvpgw7e757,0.0
tvv_eb,0.0
cnit_m10mcdvpgw7f492,0.0
tvv_e15ut,0.0
tvv_bexqhw,0.0
cnit_m10mcdvpgw72709,0.0
tvv_bexehw,0.0
tvv_awl10r,0.0
tvv_aexghw,0.0
cnit_m10mcdvpgw72612,0.0
champ_v9,0.0
cnit_m10mcdvpgw7f722,0.0
cnit_m10mcdvpgw7g468,0.0
cnit_m10mcdvpgw71611,0.0
cnit_m10mcdvpgw7g626,0.0
cnit_m10fatvp0008360,0.0
puiss_max,0.003459917710176894
cod_cbr,0.003944877747496149
puiss_admin_98,0.008287002351385861
masse_ordma_min,0.016072101004155123
conso_urb,0.02479455681856716
conso_mixte,0.30092426048802007
conso_exurb,1.1010142516315455
